episode,avg_reward,avg_ey,avg_ephi,avg_v,episode_time
1,0.15478635875275476,0.1805066601282358,0.03270130925327018,0.4283491600533333,0.00720667839050293
2,0.29868372731677617,1.7747379141354966,0.1763909521712393,0.6169976349045974,0.005843162536621094
3,0.5304932282573157,2.3929117803606568,0.13025527296936656,0.7403936063168486,0.006156444549560547
4,0.4015708445244469,2.0696295510814724,0.15166530827224498,0.7209260750219705,0.005014181137084961
5,0.275663896677608,2.6590219735213494,0.10351144357616804,0.5950460578045512,0.007225513458251953
6,0.30348770258706614,2.2126195393326387,0.16126615546074896,0.6232288295672403,0.007495880126953125
7,0.5200712045510849,2.0363311035142613,0.19134139804600858,0.6709791110770503,0.009890317916870117
8,0.3298460332283063,1.7764892763727234,0.14770073582442583,0.7211522357991239,0.005681037902832031
9,0.3783642872564709,1.7256189302925407,0.06758661767474682,0.6401396237886059,0.006727457046508789
10,0.11562881684811939,0.9234918477793347,0.08252366488870325,0.6412889248704317,0.0063893795013427734
11,0.3872131323765927,2.306060786217968,0.16490421776239192,0.6812725970428412,0.005514621734619141
12,0.3467615197691416,2.0305320443671633,0.10395193120732718,0.5924540474417735,0.004369020462036133
13,0.33978867585007483,2.6042899961235095,0.18371708495692898,0.6401244854506424,0.005872249603271484
14,0.2905612308490761,2.4487246648364778,0.14464010288004217,0.678750544504751,0.005329132080078125
15,0.28829299751830456,2.276072696883903,0.12339549694875672,0.6617071846572132,0.005263805389404297
16,0.6665377280037351,-1.0778824859927059,-0.18818350863427233,0.6540181547619047,0.0059490203857421875
17,0.40800065463095075,2.7862961112854934,0.17367315695704677,0.5693163919095718,0.007524251937866211
18,0.2774153938674732,-2.0438324949908746,-0.102524257318889,0.6185354213461456,0.0047740936279296875
19,0.20189551330561567,-2.1033902367010047,-0.16405554327997604,0.6137987328553912,0.004702568054199219
20,0.13390749979429237,-1.3284163359302068,0.06427185260017439,0.4510698012939001,0.009307384490966797
21,0.2915030074835511,-2.759748199070129,-0.07358913279942168,0.6145163954467295,0.006441593170166016
22,0.3580925965317163,1.4432887333828668,0.10544248107319856,0.6010333314327805,0.005747556686401367
23,0.3538979160739046,2.4607121906210536,0.22803499331551783,0.5600342903337001,0.004599571228027344
24,0.3170051875033989,1.8450799462804726,0.15227680931518445,0.6079413662850051,0.007061004638671875
25,0.3400072505078778,1.6405798330053047,0.21077079487664246,0.556596807454356,0.004996061325073242
26,0.6715603522370763,2.374017574464071,0.21649116715598318,0.7172649419791534,0.005201101303100586
27,0.36035648662010317,-1.5230490710532982,-0.05130039766351307,0.6942460020242913,0.007363319396972656
28,0.17723833309274922,-2.298328711809919,-0.11841716697242866,0.5994881432704641,0.0046770572662353516
29,0.3138943471342813,-0.7663193707048004,-0.05948690009011178,0.6015833730158731,0.010935783386230469
30,0.3574941146320472,2.2128510396009085,0.18788128384854025,0.5989963491523053,0.0051534175872802734
31,0.3087792409727871,1.9301262026715253,0.1470859231925436,0.575943016906083,0.006050825119018555
32,0.4516389797990169,2.266435910219565,0.13590367933438452,0.6014463744957259,0.004464387893676758
33,0.3527306647657126,0.604852457033277,-0.053597793454262424,0.6182025395778363,0.014041900634765625
34,0.45634464303379946,2.3752218386903965,0.10711562277334065,0.6589606639476631,0.006453037261962891
35,0.36420132246497683,2.3185477532169694,0.13266410669020923,0.6490073067357717,0.00653386116027832
36,0.2800289571273432,2.151600664827413,0.11747651507552648,0.6183087579637304,0.004988908767700195
37,0.37340308939056055,1.894351514675958,0.1744603408054443,0.6081505004589677,0.005105018615722656
38,0.23874025327647974,-1.9524334928697418,-0.15044177534115952,0.6668227355018085,0.007605075836181641
39,0.375457552197892,2.46738191449265,0.1728930947139026,0.6906901322023246,0.007832765579223633
40,0.4916051678670853,1.3923277689599607,-0.04978841746205881,0.6955410189075628,0.004753828048706055
41,0.4898515098720854,2.4109218004837327,0.1995131185736163,0.7158160478363338,0.0055522918701171875
42,0.4048503913789762,2.089714774142661,0.05419952452658048,0.700601693925234,0.014407157897949219
43,0.15975775297850509,0.6232372807701293,-0.023513023934138826,0.37341823770491794,0.0064716339111328125
44,0.4145236882083164,0.8786381618217324,-0.04101008923892972,0.6412559739108287,0.005523681640625
45,0.5616420484912258,-2.285355498019613,-0.1851906491441025,0.7628054580351639,0.004929304122924805
46,0.3589685658613816,2.2275162896648757,0.16059152683618313,0.6391852630454603,0.005460023880004883
47,0.2586793595347261,2.399007733821246,0.18256496321302176,0.674623507056933,0.0076313018798828125
48,0.37986961715774464,2.5312120210793867,0.13977639053170093,0.6526567884717661,0.003979921340942383
49,0.302227567985252,1.9941113100241807,0.1949524592546654,0.6465837599074489,0.006607532501220703
50,0.3094319966762826,2.6719733571418907,0.18077529319264443,0.6171263562806825,0.004904747009277344
51,0.2297148935610867,1.2020151697506989,0.14603566638381454,0.6413570538350916,0.005167722702026367
52,0.41243326863324287,2.997587157197799,0.14960201178144536,0.6797837675299653,0.005835533142089844
53,0.16631121823639078,-2.828976106234767,-0.050377992809292976,0.640893603515625,0.005284786224365234
54,0.284128984120248,-2.3466296381263585,-0.11828477668539387,0.641415479053224,0.0073719024658203125
55,0.19635035773346612,-2.1136953114220236,-0.1590713469861108,0.6465244532617629,0.00561833381652832
56,0.21354696541052473,0.5339455154085285,0.07810125902632647,0.6810600749692479,0.004761934280395508
57,0.2983667022751871,1.4457683838155615,0.08055513492347714,0.6474116741185741,0.0051844120025634766
58,0.3560938503218814,1.9428740099256256,0.058247408528873154,0.6096572257383966,0.005640506744384766
59,0.3137014186051154,1.1130165135327754,0.05881035909110511,0.5620694397993311,0.0049436092376708984
60,0.3703585849888743,2.2174666303036505,0.1925620637388183,0.6697868439251145,0.0062792301177978516
61,0.34069205644493755,1.5868684319628057,0.09284685927699135,0.6851173479201904,0.00550389289855957
62,0.32701984762463415,1.0653959901030072,0.0701467908992279,0.5974721465137602,0.0058481693267822266
63,0.3928903379083499,-2.095361909304719,-0.12198488818714702,0.623179821949094,0.006975412368774414
64,0.398248609434303,2.5156232101380245,0.21935454112456843,0.5920385610782896,0.005897998809814453
65,0.19252793770718293,1.7302780324166827,0.20298561503171672,0.5559634627088637,0.005211830139160156
66,0.3535815448917014,2.2617953198856102,0.20754962995702678,0.6056723347334608,0.004973173141479492
67,0.3120152208054024,2.075006957956916,0.1769518960003977,0.5804367794656001,0.007595062255859375
68,0.2936953301203382,2.4978342779831775,0.11799290825849443,0.6381470394736842,0.0049610137939453125
69,0.3552565868584557,2.130845577227158,0.1343512520308909,0.6307495866114734,0.007370710372924805
70,0.15898985156192785,2.2605812335071813,0.17060904891052472,0.5648359028943023,0.004613399505615234
71,0.3322986131030099,-3.4791965808514105,-0.10014015525740613,0.5882593210880751,0.005751609802246094
72,0.43886840453702436,2.589606626018751,0.14297724675314033,0.649017989611405,0.006276607513427734
73,0.19681965780912972,1.5708913983181256,0.04427663329044858,0.6693269648829432,0.0049321651458740234
74,0.24996928561156856,0.9102002930314755,0.10818503907402498,0.6592981173250991,0.004729747772216797
75,0.4526134587154157,2.1354366395598277,0.1977162162387974,0.7006687082311875,0.003820180892944336
76,0.427978114712053,2.3417145588353723,0.2090029331716337,0.6453091850133484,0.005321502685546875
77,0.4112264125379458,-1.1335864602639605,-0.07205912883399876,0.633483096878919,0.00646209716796875
78,0.2878195108264438,1.2343646296863886,0.05994119586973368,0.6077420854344543,0.0054683685302734375
79,0.3418969944244618,2.645194021845767,0.11645516414924897,0.6092057031077748,0.006509304046630859
80,0.4870278444644502,3.8364030441323904,0.05043539027369843,0.6946135040160644,0.0053174495697021484
81,0.7888275680245994,0.2510640309920321,0.1118873487462475,0.6557450418646916,0.006253957748413086
82,0.1680129455137428,2.027086188104785,0.08207211104104284,0.7054087179630967,0.005005836486816406
83,0.7517325752541408,0.16689618356848754,0.0998452158629904,0.5781702174439203,0.006963014602661133
84,0.5808654568855509,-2.2813178400327936,-0.2099013964615739,0.7768131258445665,0.005034208297729492
85,0.1774041881371759,-2.274273404938863,-0.044184657316471504,0.6499317122186495,0.00585484504699707
86,0.3339981796950829,2.011574119423493,0.10231877486451105,0.6206615602303532,0.006078481674194336
87,0.22090667304593017,2.2406293790082636,0.1953055193821124,0.5953288035183227,0.00684046745300293
88,0.276854491194914,-1.959584490532393,-0.11233550378184837,0.648048898103709,0.004819393157958984
89,0.5310964930813744,1.9749429140824382,0.19223943125614043,0.690543655695288,0.006106853485107422
90,0.35508175175829804,2.722801094588324,0.0673011453313238,0.6438704757442162,0.005068540573120117
91,0.33098095525839155,2.3158373143178426,0.188641589802837,0.6097101108619348,0.006569385528564453
92,0.3977067473233204,2.3749088268997145,0.12774230007100093,0.6686340501388176,0.0051212310791015625
93,0.4430288014442847,-2.139414454971387,-0.20117376522919359,0.6321353788034895,0.005630016326904297
94,0.31210427817945785,1.8014817506697949,0.12276881753753696,0.6261454209703272,0.00985860824584961
95,0.3270013014166858,-1.9295076969841949,-0.13642286369249645,0.6710047464080451,0.006591796875
96,0.383043366575439,2.123439013747632,0.11188999424289671,0.7167413490953883,0.00633692741394043
97,0.23338486385085744,-1.2610099441894913,0.04159422846030348,0.5505413441422593,0.005544900894165039
98,0.34612321841710064,1.8352608154823697,0.10129796971009522,0.5928786091549295,0.0041351318359375
99,0.23617514768777986,-2.0720246555690607,-0.09884487431720317,0.6112897406309044,0.004445552825927734
100,0.419169760510933,2.4307996907559692,0.20325860415687672,0.6571495462236846,0.004579782485961914
101,0.2847651226900064,0.5462175859080736,0.07228249984756319,0.6071877600257765,0.005787372589111328
102,0.44382881379152467,2.388378192605406,0.13752128130278715,0.6614003065994486,0.00544428825378418
103,0.23479478877852195,2.357939160166069,0.12009318202486814,0.5591433187999769,0.004416942596435547
104,0.26243121015802295,2.58529731965236,0.21169489957400467,0.6243519675794186,0.00676417350769043
105,0.2649495623370477,2.225705641151953,0.12729985266654617,0.6032054290402532,0.004743814468383789
106,0.3639895515438368,2.122789581253857,0.130845797814908,0.6488580764795177,0.005030393600463867
107,0.4021879041822898,2.245349357972705,0.11280692326079035,0.6295531303157103,0.0055882930755615234
108,0.47592341493111423,2.0363607038805807,0.13970488928072072,0.6206993337439478,0.005656719207763672
109,0.3624017187375774,2.2232017566494533,0.19627600016777094,0.5917914961614696,0.005622386932373047
110,0.5183574246409461,2.5479262093743027,0.14584939870092697,0.6757688636630239,0.010149717330932617
111,0.2725850778070607,2.02416905516002,0.18647536775669388,0.6745841524762264,0.005427122116088867
112,0.43167632449952836,1.9810932471187963,0.18936823265332609,0.6571511414583593,0.005826234817504883
113,0.3731541212216925,2.5369502157719803,0.1744195116766872,0.6665987396544176,0.004766941070556641
114,0.3678404852690618,2.3761180696492783,0.09786421915857653,0.5765804899237402,0.006239652633666992
115,0.2982498646717404,-2.6859719261258266,-0.11184201216765975,0.6465158064568455,0.0057680606842041016
116,0.2990291601053216,-0.32773735398701503,0.04630213049667955,0.6262986867704281,0.0058765411376953125
117,0.2909449538414622,-2.744165470946792,-0.15337285954579072,0.6443246369509059,0.005889415740966797
118,0.3112111458496461,2.1648676092362433,0.07945983207054694,0.591191057049664,0.008045196533203125
119,0.4041143808139132,2.3740394649650876,0.14552578900904442,0.6931056542237746,0.004512786865234375
120,0.34199170598257855,-1.6299202528907852,0.02648093661138427,0.7216866549295776,0.004750490188598633
121,0.33456365617888917,-2.0364580278890028,-0.13609268326888,0.7060455434711386,0.010622262954711914
122,0.2928781806952117,-2.1794808850528664,-0.1280797304550132,0.5876832690379162,0.005649566650390625
123,0.34978734599378125,2.2426479619285318,0.13029691399721183,0.6336082733692577,0.006689310073852539
124,0.33801272396079085,2.351277487637976,0.11675474473079217,0.5736242803678016,0.0071735382080078125
125,0.45710680358995903,2.5831452160829977,0.10673550374994906,0.69828459402086,0.005190610885620117
126,0.5651879787730224,1.6891719421916616,0.2035384685487455,0.7600088159487592,0.004594326019287109
127,0.5039754650895178,-1.430662318314159,-0.04690023756540888,0.6838789089347079,0.008310317993164062
128,0.45389901394743076,2.3784495898456885,0.12808353195238711,0.5855294992737988,0.006292581558227539
129,0.22487905369954625,1.1436391489715825,0.06786835796495178,0.6404475536657426,0.009426116943359375
130,0.3636757486844352,2.296784738191446,0.09736926312518435,0.7996876250000001,0.006314277648925781
131,0.4408775371644949,2.4904585305988465,0.1505936371103641,0.6942370090973596,0.006000041961669922
132,0.514133629551796,2.881402117385375,0.07580257018326311,0.6882716611879605,0.008796453475952148
133,0.33404408214699044,2.2709397907225215,0.17324887867514877,0.6592145654159141,0.0053081512451171875
134,0.2614770818809817,-2.5189551496715974,-0.14448668768325904,0.6557902509876944,0.005839824676513672
135,0.22372445162538118,-2.330571503493706,-0.16199050218817884,0.6491609252634262,0.006414651870727539
136,0.462451997590639,-1.4258428637119405,-0.1814884872790817,0.5864127430781296,0.0056743621826171875
137,0.3965772462688502,2.2719426940360172,0.12012613645770383,0.6357483779026596,0.012377023696899414
138,0.11517187238391953,-1.959271582116153,-0.10751874439237921,0.5920940797599715,0.0064580440521240234
139,0.5201829813466061,2.2471269180709976,0.11235882413783997,0.7152639615125,0.006339550018310547
140,0.3940494210045235,-1.4486062371122694,-0.0819904583133711,0.6522351389386652,0.005045175552368164
141,0.5276021267339079,-1.935097930803273,-0.19964051845570063,0.6666577611244608,0.006411075592041016
142,0.25532649421997633,-1.9110409388480436,-0.055410568090467995,0.4962593131188119,0.010423421859741211
143,0.3114661143004883,1.573013425853019,0.06281813411528792,0.6135637745098038,0.005611896514892578
144,0.422511669519276,0.08201891818778319,-0.06654522424193253,0.6728855014334197,0.004726409912109375
145,0.538396652272194,2.0310069933388935,0.16235456188047326,0.653357703488372,0.004868268966674805
146,0.35376059198414994,2.1854686000197527,0.17343094008523785,0.6461990822472818,0.005949497222900391
147,0.24741960832883583,-2.0448617607488377,-0.10973749302688893,0.6239236500059598,0.004953861236572266
148,0.6133238749899346,2.5195644017837515,0.12318917293437638,0.694356281005076,0.005917787551879883
149,0.45757281238373354,2.4309539398700726,0.21124128614754406,0.6480082563656241,0.0057315826416015625
150,0.3564625056068083,2.852220349353445,0.13677426988929517,0.5814995221435508,0.007886409759521484
151,0.3484051439531296,2.3651871215893587,0.22728294169183086,0.6472216269018903,0.0058612823486328125
152,0.5369961548319372,1.9481192450595506,0.2103289335671167,0.7065790820958076,0.006047725677490234
153,0.45589721390133525,2.5546728461720245,0.10032692929653002,0.7102139277895927,0.006525516510009766
154,0.3713471992540554,1.918698547306601,0.16508926977479363,0.6861668014598291,0.006051778793334961
155,0.2115153317161726,-2.232123676022595,-0.12846392243577737,0.5987792226662336,0.005309581756591797
156,0.2366805544064441,-0.16943524122634152,0.022068427968883825,0.5530053571428573,0.0050504207611083984
157,0.2574978120185262,2.9052127228039106,0.11367799668776708,0.6565160810721278,0.005815029144287109
158,0.3771640420298693,-2.343876866769809,0.004506814162716534,0.7119951470588235,0.004695415496826172
159,0.6246410649337627,0.24568385766496026,0.11416874648491732,0.5498184330002,0.005323648452758789
160,0.4211593788288711,2.12535425767991,0.194331935675686,0.6352584630497843,0.00974130630493164
161,0.308842979572813,1.42591800998724,0.07684850796686764,0.6167025427622123,0.0054471492767333984
162,0.3512620532898858,-2.0235185791982175,-0.1474786151552376,0.6491784948082792,0.005620479583740234
163,0.19933805760417228,-1.8408660725052628,-0.16041334862651993,0.6156324999999999,0.005439281463623047
164,0.3720961005549803,2.331064980890021,0.1390066695639447,0.6362096952885254,0.011167049407958984
165,0.38378987151227556,1.7180544816163954,-0.0293154062968417,0.6885024756493506,0.005070924758911133
166,0.22688474272651066,-2.573510339317022,-0.20120239547916607,0.6219844530190354,0.008938789367675781
167,0.5243612162391256,2.307005852657622,0.13384516230024138,0.6642132462992408,0.004510402679443359
168,0.355384409095486,-2.237861471156153,-0.1919998207480065,0.5677374049443226,0.0063822269439697266
169,0.36328053039073577,-2.0947373270387595,-0.1948705781260009,0.6606353918610385,0.005331754684448242
170,0.4393617584054828,1.6414524705577815,0.14133559411721658,0.6301498336878056,0.005072116851806641
171,0.28752753132094605,1.4552279240288861,0.05835757869871179,0.6361278333333308,0.004590034484863281
172,0.3050395246680097,2.224266880362462,0.09253119480595942,0.6330323807987538,0.006345033645629883
173,0.2928186528501619,-2.5711955152980477,-0.07410480182834572,0.6171654576827813,0.005521535873413086
174,0.3186191934073587,-2.379415064311501,-0.13275298853393272,0.6357330881514278,0.006102085113525391
175,0.23620829209753574,2.54297398820763,-0.039830895701730526,0.40877417847938136,0.004444122314453125
176,0.46269223287865135,2.0535894932271366,0.1149665679265714,0.7166844258951027,0.005151271820068359
177,0.3309147325082397,0.6805386988588357,-0.044337703257252614,0.6719318675889328,0.005068540573120117
178,0.30729490562989936,2.010306086862208,0.11207446880679385,0.6820708203755116,0.005690336227416992
179,0.3730985200862636,-2.9403526067656394,-0.09984432794122444,0.6752487937254288,0.0053179264068603516
180,0.4293614866733821,0.7987175250051469,-0.05298855785459832,0.6569658195020747,0.003927707672119141
181,0.14640630569985225,-2.3939688251668554,-0.10442963064600846,0.6516206956992399,0.006227731704711914
182,0.3693543679372605,2.033559424466992,0.09289375936936867,0.6857483190283227,0.0054666996002197266
183,0.33941623992421105,2.2063712506912196,0.06076493460697275,0.6985477988305753,0.010618448257446289
184,0.43871521284883147,-2.1096203889887843,-0.09696999765768,0.690256921827607,0.0058345794677734375
185,0.3378320029813608,1.6526619459717322,0.07717066049649665,0.6821807224232761,0.005772113800048828
186,0.34620383621104306,2.5248107486305993,0.13390330532752104,0.7173544776108426,0.005837678909301758
187,0.38515255289722167,-0.6374438652127836,-0.09052952784013828,0.5887145142180095,0.004924297332763672
188,0.44559191916423235,-0.532682189855966,-0.06348039809697817,0.6215567732371535,0.006993770599365234
189,0.34756228543934437,1.4052991873755052,-0.05157454938803584,0.6379588700266339,0.00598907470703125
190,0.22083326331556746,-1.0739798634566122,-0.14732332535169113,0.607396741931503,0.005321025848388672
191,0.4423668273496984,-0.5194897322248795,-0.06866615885181927,0.6365319390619112,0.00541234016418457
192,0.4630992827398496,2.981876369699557,0.10323645821228923,0.7019107167806662,0.0055999755859375
193,0.1346968571588021,-1.9790664194815224,-0.17845440399139237,0.6322348805161625,0.0058214664459228516
194,0.33343285125843874,-0.3729402493910228,-0.08073324202755873,0.6300877133825272,0.004626274108886719
195,0.46036246779452417,-0.05658640395025211,-0.06630613844512523,0.6763711611876473,0.005310535430908203
196,0.3397302872374359,-1.3900443070427637,-0.13870213985360064,0.6077950088439887,0.005101680755615234
197,0.2795343604626601,1.1580041663667033,-0.059837488040563665,0.6766462611607142,0.005780458450317383
198,0.16343996531392863,2.975991312657756,0.17959891437552772,0.5270656214699968,0.005254268646240234
199,0.27725144172147176,-0.588593900529334,-0.08722210185577796,0.6153160854028448,0.00572657585144043
200,0.42325640661747604,2.941888633524138,0.12884683106644262,0.648915422411622,0.0055963993072509766
201,0.2566298564495556,-1.9623027196132026,-0.16681668334505365,0.6767517654871912,0.004513978958129883
202,0.18743803016758367,-1.2426195128298285,-0.16941991133509335,0.5752207836919098,0.005562305450439453
203,0.3370867451112326,0.8414614775805865,-0.06168099431073628,0.6708632547169813,0.005692720413208008
204,0.43290590071087726,2.0638737677217085,0.18307062761784984,0.688466068612845,0.0051708221435546875
205,0.4019419343569522,-2.704059038302581,-0.12385839534636542,0.7333509798592491,0.005719900131225586
206,0.45026161379914587,-1.2128465273651854,-0.20620728220045415,0.5918629471040494,0.005380153656005859
207,0.16640790834233665,2.305277983705577,0.1693272871286714,0.5739098828435176,0.006873369216918945
208,0.2527137437791881,-2.326011454314832,-0.1201847572411012,0.6095664156060332,0.005196094512939453
209,0.394466063763405,0.5839901195740547,-0.06714962539392946,0.6616710698549838,0.004732370376586914
210,0.5468833701398442,2.262916195039754,0.1166923776950137,0.6522164210859457,0.005383729934692383
211,0.3464049936909532,-2.4910045902578384,-0.15388079246224137,0.7123715195479263,0.005379915237426758
212,0.2307980519602862,2.246560771079944,0.1926369463939804,0.6038158137420764,0.004988908767700195
213,0.30787135141164595,2.6609547248203467,0.09956760500929114,0.647721092160487,0.009949207305908203
214,0.4179415909945847,-0.9114042584008383,-0.08831683148248318,0.7017610609449394,0.008144855499267578
215,0.4282289567620691,2.5049965440695066,0.21809699260977639,0.6186928031914781,0.005655527114868164
216,0.3633743947424782,2.965337384729572,-0.006717400020492836,0.6782290085517666,0.007303714752197266
217,0.4206321891588779,1.6376547919891717,0.09413143743408572,0.6799422371882633,0.00557398796081543
218,0.2648525059901027,-2.37929332285895,-0.09042240985929048,0.5654012769131624,0.0050275325775146484
219,0.23743552900601977,-2.3168947949034475,-0.19011574821729335,0.5846557049687072,0.004357337951660156
220,0.4697029238962993,2.3350516389156977,0.18544343391782933,0.5272208776595746,0.004942417144775391
221,0.3027382367085359,-2.047750007311601,-0.11631053568805091,0.6955728185778506,0.005106925964355469
222,0.38804819669561313,-2.088198442622653,-0.08395392358394073,0.6240638276840083,0.004828691482543945
223,0.33193829966660343,-0.7387902380323262,0.029577527433889306,0.5297837932454695,0.0052547454833984375
224,0.4677227744457741,-1.661788904642852,-0.1982586489721684,0.6449410898037035,0.005715847015380859
225,0.4528417770091396,-1.3658583551303514,-0.16367835439558426,0.57275289714956,0.005935192108154297
226,0.1258465363027458,-3.042961230753083,-0.22972294414683553,0.6108413390932111,0.004372358322143555
227,0.29764683521401997,0.9355917139931416,0.11361333941924003,0.6908603364148449,0.005373954772949219
228,0.3338145300224276,-1.8012132023414305,-0.09989431632303092,0.6000772955548296,0.0056002140045166016
229,0.45009271646906435,2.1752675441291163,0.1347387990537191,0.6515790899542663,0.005152225494384766
230,0.3318219451191265,-0.7554123783887354,-0.05523492393852146,0.6106765681003584,0.004614591598510742
231,0.4931463659798612,-2.2967739732240666,-0.07506281650206469,0.7103118741194849,0.0047070980072021484
232,0.7922721183902073,0.24179118864623278,0.1079015695299131,0.6050697080208911,0.00555872917175293
233,0.19483821983972485,-2.07646511258451,-0.15741813092565232,0.6047127743990938,0.004565715789794922
234,0.5126292263075847,-0.07422936310041212,-0.057582639826408905,0.8008849628712873,0.004923582077026367
235,0.5639894597669646,2.543111594505976,0.0810316802483722,0.6434229400803838,0.0053005218505859375
236,0.38815545128885526,-0.7871768867627617,-0.05765498206798419,0.6230572189922481,0.0050432682037353516
237,0.8044947662623706,0.14967061371483942,0.07961148090267069,0.6257470784101999,0.0045549869537353516
238,0.40482411829357157,-2.108114475064605,-0.0398669927760689,0.7095668729372937,0.005013942718505859
